,data,type
1269,i feel fucking pathetic and desperate for your hello,sadness
1270,i mention my oldest child before my youngest will her feelings be hurt,sadness
1271,i know for a fact that happiness will forever be alien to me i still feel heartbroken,sadness
1272,i feel assured that foods that are grown organic free from pesticides in soil and water that aren t contaminated that s good for us,joy
1273,i sure feel triumphant lately,joy
1274,i feel ugly and sad and i just want to stop comparing myself,sadness
1275,i often feel dull and empty inside like i m nothing more than a studying machine and yeah i do give myself breaks,sadness
1276,im beginning to feel like i know the terrain ive lived numb for so long now numb feels like norm thats where the story ends and this is where the fairy tale starts im beginning to feel happy,sadness
1277,i am really looking forward to feel like in europe again although somehow i m fond of this place,love
1278,i feel like i am doomed for the rest of my life,sadness
1279,i last talked to her and now i feel all bouncy again i shall sleep well tonight methinks,joy
1280,i feel like were kind of boring,sadness
1281,i feel there is going to be a sequel and i would have liked to have had the closure of this book ending,love
1282,i have a mini list of good things about me that i can refer to the next time i m feeling shitty,sadness
1283,i want to do all but i cant help feeling greedy,anger
1284,i feel like all of the artists i love the ones i find truly talented seem to have a unique style that you can recognize from a mile away,joy
1285,i feel honored by it,joy
1286,i viewed all that stuff at the bottom and deciding i was going to come back when i am feeling bitchy just so i could list that as my mood i felt like an ice cream sandwich,anger
1287,i feel her longing to be touched and all that but really with the guy who wanted to control you and make you kill other people,love
1288,i really want this challenge to be a fun way for everyone to knock a few games off our backlogs without feeling pressured to reach any certain goals,fear
1289,i could feel my feet getting agitated once i got to the metropolitan pavilion,anger
1290,im about to go look for him again when i start to feel calm and think that his phone probably died,joy
1291,i was feeling pretty discontent after that,sadness
1292,i thought this was a good idea in that it gave you time to recover if you were feeling nervous or overwhelmed and also gave you the opportunity to make your escape if you felt so inclined,fear
1293,i accidentally feel the mood and jumped into blogspot then what surprised me was for over views lol,surprise
1294,i feel the need to write even though i really have nothing important to say,joy
